Time (UTC),U [m/s],theta [deg],P [MW],Price [€/MWh]
47508.83333,9.1199999,233.60001,439.39999,31.48
47508.875,8.4300003,233.5,343.60001,30.719999
47508.91667,9.7200003,225.60001,516.90002,29.709999
47508.95833,7.8699999,230.8,279.39999,28.98
47509,7.4299998,234.60001,198.60001,29.280001
47509.04167,7.2800002,240.60001,173.60001,28.99
47509.08333,6.5100002,231.8,129.60001,28.940001
47509.125,5.54,231.2,71.400002,29.1
47509.16667,5.54,222.2,71.199997,29.549999
47509.20833,5.5599999,221.39999,67.300003,30.1
47509.25,6.52,219.60001,157.39999,38.950001
47509.29167,5.7600002,223.2,111.3,33.57
47509.33333,3.9000001,226.60001,29,37.009998
47509.375,4.4000001,231,43.200001,36.389999
47509.41667,5.54,252.10001,79.5,35.529999
47509.45833,4.4400001,240.10001,40.099998,34.09
47509.5,4.7800002,254.2,53.099998,33.349998
47509.54167,3.98,252.8,27,32.93
47509.58333,3.8699999,244.60001,25.299999,32.82
47509.625,4.3699999,264.89999,38.700001,32.650002
47509.66667,4.1599998,269.20001,31.700001,33.540001
47509.70833,3.4100001,279.10001,10.5,48.5
47509.75,2.46,279.10001,-4.5999999,47.099998
47509.79167,3.0699999,245.2,-4.5999999,43.029999
47509.83333,3.9000001,227,29.200001,33.169998
47509.875,5.5500002,244,85.099998,31.549999
47509.91667,4.1900001,264.39999,31.299999,30.65
47509.95833,3.29,270.60001,9.1000004,30.190001
47510,3.54,281,10.5,30.799999
47510.04167,3.23,268.10001,3.4000001,30.219999
47510.08333,3.8,266.10001,22.6,30.01
47510.125,4.48,270.29999,46,29.99
47510.16667,4.3800001,268.5,40.599998,30.23
47510.20833,4.4299998,256.20001,43.200001,30.780001
47510.25,5.1599998,242,74,30.76
47510.29167,6.3000002,226.3,148.5,33.509998
47510.33333,9.1700001,215.2,429,38
47510.375,10.39,209.39999,690.5,40.009998
47510.41667,11.57,207.39999,917.09998,38.029999
47510.45833,12.48,208.3,993,33.950001
47510.5,12.9,209.5,995.70001,32.77
47510.54167,14.55,204.7,1000,31.99
47510.58333,17.370001,206.89999,1000,31.459999
47510.625,19.530001,208.60001,1000,31.08
47510.66667,21.139999,207.89999,1000,31.290001
47510.70833,21.799999,207.8,1000,35.84
47510.75,22.889999,211.8,1000,32.630001
47510.79167,22.41,220.2,1000,31.959999
47510.83333,22.42,229.8,1000,27.889999
47510.875,21.76,237.39999,1000,11.91
47510.91667,22.049999,241.39999,1000,10.98
47510.95833,22.559999,258.79999,1000,0.1
47511,21.030001,266.70001,1000,-0.04
47511.04167,20.23,272.10001,1000,-12.02
47511.08333,19.889999,271.89999,1000,-15
47511.125,20.4,275,1000,-12.19
47511.16667,20.08,274.20001,1000,-9.14
47511.20833,19.67,271.5,1000,0.04
47511.25,19.23,271,1000,-0.25
47511.29167,18.139999,264.5,1000,2.09
47511.33333,18.35,263.89999,1000,10.34
47511.375,18.1,265.79999,1000,11.65
47511.41667,18.040001,266.29999,1000,14.04
47511.45833,17.65,266.60001,1000,11.69
47511.5,16.5,263.29999,1000,11.64
47511.54167,16.549999,259.70001,1000,6.32
47511.58333,15.12,254.5,1000,10.32
47511.625,14.6,251.39999,1000,10.09
47511.66667,13.91,261.79999,1000,10.8
47511.70833,12.3,275,924.70001,29.25
47511.75,10.45,290.10001,508.60001,26.9
47511.79167,10.92,288.20001,609.90002,26.67
47511.83333,12.72,278.79999,995,28.799999
47511.875,14.33,265,1000,28.58
47511.91667,18.190001,262.10001,1000,27.959999
47511.95833,20.25,258.70001,1000,27.58
47512,20.940001,256.5,1000,23.610001
47512.04167,21.99,252.3,1000,23.23
47512.08333,21.93,250.10001,1000,0.11
47512.125,21.24,247.10001,1000,-4.37
47512.16667,21.950001,245.10001,1000,-10.01
47512.20833,22.24,248.2,1000,-0.9
47512.25,22.93,247.60001,1000,12.43
47512.29167,22.57,249.5,1000,30.33
47512.33333,22.280001,255.5,1000,30.49
47512.375,21.35,268.5,1000,29.969999
47512.41667,19.59,275.20001,1000,29.77
47512.45833,16.17,286,1000,29.719999
47512.5,14.07,291,1000,29.52
47512.54167,13.69,293.70001,1000,29.549999
47512.58333,14.34,290.39999,1000,29.620001
47512.625,14.38,293.79999,1000,30.52
47512.66667,16.32,300.79999,1000,30.48
47512.70833,15.52,298.29999,1000,31.98
47512.75,16.74,300.10001,1000,33.439999
47512.79167,17.26,298.70001,1000,29.93
47512.83333,17.030001,299.20001,1000,29.77
47512.875,17.92,298.70001,1000,22.040001
47512.91667,17.540001,296.79999,1000,14.08
47512.95833,17.25,296.5,1000,10.47
47513,17.26,294.5,1000,13.97
47513.04167,17.040001,292.89999,1000,13.91
47513.08333,16.76,293.39999,1000,13.01
47513.125,15.79,294.5,1000,13.8
47513.16667,14.97,290.39999,1000,15.5
47513.20833,14.24,287.70001,1000,24.02
47513.25,13.59,285.20001,1000,33.509998
47513.29167,12.86,281.39999,1000,34.57
47513.33333,11.97,279.10001,923.20001,33.419998
47513.375,11.53,281.60001,815.59998,32.830002
47513.41667,11.26,273,778.59998,32.93
47513.45833,11.5,271.29999,836.09998,32.43
47513.5,11.64,265.5,858.40002,32.330002
47513.54167,11.74,260.70001,890.90002,32.189999
47513.58333,11.5,260.29999,841.09998,32.16
47513.625,10.74,257.29999,714.70001,32.369999
47513.66667,10.64,253.60001,701.70001,32.860001
47513.70833,10.29,248.89999,647.20001,43.639999
47513.75,10.34,239.2,684.79999,42.360001
47513.79167,11.76,232.2,937.20001,36.5
47513.83333,12.24,232.89999,994,33.169998
47513.875,12.82,226.89999,1000,32.369999
47513.91667,12.65,217.3,990.59998,31.120001
47513.95833,13,221.39999,1000,30.110001
47514,13.27,218.10001,1000,29.610001
47514.04167,13.88,207,1000,28.98
47514.08333,15.01,202.5,1000,27.24
47514.125,15.03,203.5,1000,17.969999
47514.16667,15.59,190,1000,19.530001
47514.20833,16.43,191.89999,1000,26.370001
47514.25,15.85,194.60001,1000,31.74
47514.29167,16.27,208,1000,31.35
47514.33333,15.52,239.3,1000,31.82
47514.375,16.24,240.3,1000,30.889999
47514.41667,16.879999,238,1000,30.709999
47514.45833,17.85,239.3,1000,30.030001
47514.5,17.66,248,1000,29.610001
47514.54167,15.74,250.7,1000,29.379999
47514.58333,15.68,262.20001,1000,29.629999
47514.625,14.93,262.10001,1000,29.629999
47514.66667,14.72,259.39999,1000,30.16
47514.70833,16.280001,255.60001,1000,32.150002
47514.75,15.39,252.3,1000,33.529999
47514.79167,16.43,249.10001,1000,32.52
47514.83333,15.98,246.89999,1000,29.299999
47514.875,14.33,242,1000,28.059999
47514.91667,16.17,252.5,1000,28.32
47514.95833,17.049999,249.89999,1000,24.98
47515,15.37,257.5,1000,23.940001
47515.04167,15.86,251.39999,1000,24.219999
47515.08333,15.52,249.10001,1000,24.059999
47515.125,15.01,245.5,1000,20.09
47515.16667,14.34,246,1000,22.23
47515.20833,14.15,247.89999,1000,25.25
47515.25,14.35,243.8,1000,32.799999
47515.29167,13.7,249.10001,1000,34.110001
47515.33333,13.43,241.5,1000,32.73
47515.375,14.48,243.10001,1000,32.48
47515.41667,15.72,232.7,1000,32.41
47515.45833,16.58,230.39999,1000,31.57
47515.5,17.85,237.5,1000,31.08
47515.54167,18.07,244.2,1000,31.450001
47515.58333,18.08,242.7,1000,31.6
47515.625,14.79,239.7,1000,31.52
47515.66667,16.33,264,1000,32.099998
47515.70833,15.62,271.5,1000,32.98
47515.75,13.93,275.39999,1000,33.16
47515.79167,16.25,299.29999,1000,32.259998
47515.83333,13.5,295.39999,1000,31.43
47515.875,13.5,292.60001,1000,31.459999
47515.91667,12.24,293,889.59998,31.23
47515.95833,12,298,823.79999,28.969999
47516,11.96,315.70001,870.09998,30.120001
47516.04167,11.24,312.79999,731.09998,29.870001
47516.08333,8.0900002,345.39999,248.60001,29.790001
47516.125,8.0200005,341.89999,243.60001,29.74
47516.16667,8.3299999,341.89999,271.70001,30.1
47516.20833,9.6800003,10.1,420.39999,32.18
47516.25,10.23,10,497,33.66
47516.29167,10.83,29.700001,544.5,37.419998
47516.33333,12.86,25.9,994.79999,41.330002
47516.375,14.11,27,1000,38.060001
47516.41667,14.52,31.700001,1000,41.200001
47516.45833,13.94,28.1,1000,36.16
47516.5,13.44,28,1000,34.75
47516.54167,12.19,25.5,866,35.200001
47516.58333,11.54,23.299999,736.59998,35.57
47516.625,10.86,25.1,606.09998,35.23
47516.66667,9.7200003,17.5,447.70001,37.889999
47516.70833,9.7700005,12.4,449.20001,48.02
47516.75,10.02,11.1,481.70001,46.799999
47516.79167,9.3900003,10,397.29999,37.25
47516.83333,8.79,14.8,335.39999,34.139999
47516.875,7.9899998,17,251.3,33.380001
47516.91667,7.98,25.5,244,32.900002
47516.95833,7.5500002,23.6,210,31.92
47517,6.8000002,21.299999,154.7,32.91
47517.04167,7.1199999,32.400002,163.3,32.23
47517.08333,6.54,34.299999,128.3,32
47517.125,5.5,38.5,75,31.99
47517.16667,5.0599999,45.799999,62.299999,32.25
47517.20833,6.1999998,56.200001,128.8,32.869999
47517.25,6.8200002,55.400002,174.2,32.93
47517.29167,7.5300002,46.5,226.60001,33.360001
47517.33333,8.3299999,46.700001,309.5,33.799999
47517.375,8.5699997,49.099998,343.39999,35.049999
47517.41667,7.6399999,47.099998,238,36.549999
47517.45833,7.0599999,56.799999,198,36.110001
47517.5,6.21,58.400002,134,34.630001
47517.54167,6.71,59.200001,173.60001,33.869999
47517.58333,8.0100002,59.200001,298.5,33.450001
47517.625,7.3800001,54.599998,221.3,33.490002
47517.66667,7.1900001,49.700001,201.8,36.080002
47517.70833,7.3299999,39.200001,187.60001,45.139999
47517.75,8.5100002,31.299999,278.29999,39.360001
47517.79167,10.08,26.700001,480.89999,34.669998
47517.83333,12.29,27.299999,887.59998,33.360001
47517.875,11.65,36,747.09998,32.93
47517.91667,11.27,29,645.09998,32.689999
47517.95833,12.05,33.299999,817.5,32.150002
47518,13.26,35.400002,1000,32.02
47518.04167,15.37,37.599998,1000,31.299999
47518.08333,16.040001,39.299999,1000,30.959999
47518.125,15.99,37.900002,1000,30.99
47518.16667,16.129999,41.900002,1000,30.83
47518.20833,15.96,41.5,1000,30.790001
47518.25,16.27,40.799999,1000,30.84
47518.29167,16.23,42.900002,1000,31.23
47518.33333,15.36,44.5,1000,31.370001
47518.375,14,45.200001,1000,32.380001
47518.41667,13.85,41.599998,1000,33.099998
47518.45833,13.12,43,1000,34.439999
47518.5,12.22,44.900002,941.29999,33.400002
47518.54167,11.85,45.799999,866.29999,32.080002
47518.58333,11.46,42.700001,757.20001,31.610001
47518.625,11.07,45.799999,712.40002,32.09
47518.66667,10.77,49.700001,677,34.25
47518.70833,10.46,51,628.79999,39.709999
47518.75,10.41,53.200001,624.70001,42.91
47518.79167,10.54,63.200001,710,40.009998
47518.83333,10.33,72.900002,668,36.150002
47518.875,9.2200003,76.800003,483.89999,35
47518.91667,8.6000004,63.799999,394.79999,34.259998
47518.95833,8.8000002,72.599998,415.5,32.919998
47519,8.6099997,77.599998,395.39999,32.139999
47519.04167,8.2200003,78.300003,345.20001,31.18
47519.08333,8.04,74.5,321.5,30.92
47519.125,7.8600001,78.400002,302.60001,30.93
47519.16667,7.54,82.099998,264.10001,30.58
47519.20833,7.75,85.199997,284.20001,33.669998
47519.25,8.3100004,86,350.89999,41.41
47519.29167,8.29,89.599998,351,54.459999
47519.33333,7.5,93.800003,248.8,58.060001
47519.375,6.9499998,91.400002,200.8,57.119999
47519.41667,6.73,87.400002,183.89999,55.830002
47519.45833,6.46,89.900002,162.2,53.599998
47519.5,5.98,93.300003,121.7,47.66
47519.54167,5.7399998,102.5,97.400002,46.889999
47519.58333,4.8200002,99.300003,52.900002,46.900002
47519.625,4.3099999,99.099998,33.700001,48.77
47519.66667,4.54,98.599998,42.299999,53.400002
47519.70833,4.5700002,98.099998,43.799999,56.93
47519.75,5.0799999,99.699997,63.700001,58.990002
47519.79167,5.1700001,101.1,67.800003,55.41
47519.83333,4.5799999,105.5,42.799999,47.75
47519.875,4.4699998,108.9,37.400002,39.970001
47519.91667,4.5300002,111.3,39,39
47519.95833,4.4200001,117.1,34,36.02
47520,4.0999999,120,23,36.119999
47520.04167,3.1300001,118,-4.3000002,35
47520.08333,2.8199999,112.9,-4.5999999,34.650002
47520.125,2.9400001,109.9,-4.5999999,35.380001
47520.16667,4.6100001,110.9,40.700001,36.25
47520.20833,5.23,115.5,65.900002,37.360001
47520.25,4.7199998,138.2,46.700001,43.950001
47520.29167,3.48,164,9.3999996,58.650002
47520.33333,2.01,173.7,-4.5999999,64.580002
47520.375,2.48,164.7,-4.5999999,63.689999
47520.41667,3.4100001,176.2,9.5,59.59
47520.45833,3.6800001,220.10001,20.200001,49.759998
47520.5,5.0300002,221.3,74.5,45.639999
47520.54167,6.1700001,211.60001,140.7,44.610001
47520.58333,6.4099998,222.39999,170.10001,46.919998
47520.625,6.0799999,239,137.2,49.450001
47520.66667,5.3299999,239,88.5,53.75
47520.70833,5.8899999,241.3,123.6,62.200001
47520.75,5.4000001,248.10001,88.900002,65.5
47520.79167,4.8499999,258.39999,58.599998,58.080002
47520.83333,3.27,272.79999,7.8000002,47.299999
47520.875,3.4400001,237.89999,13.2,40.259998
47520.91667,4.52,200.60001,54.400002,37.220001
47520.95833,5.8899999,203.5,137.3,33.98
47521,5.98,202.39999,145.10001,33.720001
47521.04167,6.6700001,203,207.39999,33.450001
47521.08333,6.6999998,201.2,209.8,32.91
47521.125,4.8200002,206.7,65.400002,33.07
47521.16667,2.4100001,228.5,-4.5999999,33.66
47521.20833,1.98,232.10001,-4.5999999,34.080002
47521.25,2.3099999,253.7,-4.5999999,40.599998
47521.29167,2.0799999,245.89999,-4.5999999,59.060001
47521.33333,3.5899999,271.79999,15.5,61.330002
47521.375,3.8499999,267,22.700001,58.970001
47521.41667,4.8400002,252.5,59.099998,57.880001
47521.45833,5.71,254.89999,105.9,46.990002
47521.5,6.8699999,256.79999,190.7,43.509998
47521.54167,6.6199999,238.89999,179.10001,44.75
47521.58333,6.73,236.7,189.3,47.23
47521.625,6.9099998,232.2,210.2,49.16
47521.66667,7.3600001,235.8,250.60001,51.75
47521.70833,7.6999998,234.89999,288.60001,60.189999
47521.75,7.8000002,238.60001,297.29999,64.139999
47521.79167,7.6900001,234.3,288.39999,55.200001
47521.83333,7.6100001,231.7,285.10001,41.259998
47521.875,7.75,229.10001,306.89999,40.23
47521.91667,8.0299997,222.10001,337.5,35.93
47521.95833,8.4499998,219.89999,383.70001,32.91
47522,9.04,215.8,455.20001,33.610001
47522.04167,9.8699999,208.7,600.09998,33.060001
47522.08333,10.43,208,723.70001,32.740002
47522.125,11.22,211,819.29999,32.599998
47522.16667,12.01,206.60001,983.59998,33.400002
47522.20833,12.16,206.39999,998.09998,34.810001
47522.25,12.39,207.8,988.20001,43.450001
47522.29167,10.88,208.89999,783.70001,54.240002
47522.33333,11.02,206.89999,847.09998,64.900002
47522.375,10.77,204.2,850.20001,64.830002
47522.41667,10.86,199.39999,875.70001,58.02
47522.45833,11.27,197.7,928,40.099998
47522.5,10.91,198.60001,884.40002,36.099998
47522.54167,11.15,194.3,911.09998,35.91
47522.58333,11.12,191.89999,888.09998,35.139999
47522.625,12.05,190.7,996.70001,34.889999
47522.66667,12.61,191.89999,1000,33.360001
47522.70833,12.64,195.7,1000,56.849998
47522.75,12.8,194.60001,1000,39.240002
47522.79167,13.08,193.7,1000,35.130001
47522.83333,13.63,191.7,1000,33.700001
47522.875,14.04,189.39999,1000,32.849998
47522.91667,14.06,188.3,1000,31.82
47522.95833,14.28,189.89999,1000,30.950001
47523,14.49,188.2,1000,31.01
47523.04167,14.93,181.89999,1000,30.65
47523.08333,15.11,181.39999,1000,30.309999
47523.125,14.81,183.5,1000,30.4
47523.16667,15.11,182.10001,1000,30.59
47523.20833,14.78,183.10001,1000,31.43
47523.25,14.55,181.10001,1000,31.98
47523.29167,14.53,180.5,1000,33.48
47523.33333,14.26,180.7,1000,33.970001
47523.375,13.73,183.2,1000,33.919998
47523.41667,13.57,180.60001,1000,33.639999
47523.45833,13.65,179.60001,1000,33.119999
47523.5,12.98,178.10001,1000,32.66
47523.54167,13.31,179.10001,1000,32.310001
47523.58333,12.63,176.89999,1000,32.23
47523.625,12.78,176.5,1000,32.139999
47523.66667,12.51,178.7,1000,29.09
47523.70833,11.95,179.3,970.5,37.799999
47523.75,11.91,177.7,964.09998,34.150002
47523.79167,11.65,182.89999,931.40002,32.93
47523.83333,10.89,185.7,814.59998,32.040001
47523.875,10.59,189.3,779.20001,31.889999
47523.91667,10.53,193.89999,811.59998,31.559999
47523.95833,10.07,191.8,696.40002,31.17
47524,9.3199997,193.7,567,31.530001
47524.04167,9.2600002,194.89999,565.59998,31.27
47524.08333,9.1099997,195.7,540,31.059999
47524.125,8.6700001,201.39999,464.89999,31.15
47524.16667,9.3500004,196.3,581.90002,31.43
47524.20833,10.04,194,702.79999,31.799999
47524.25,10.49,197,806,31.799999
47524.29167,9.9399996,205.8,653,31.41
47524.33333,10.22,207.7,668.59998,31.82
47524.375,10.18,210.7,611.79999,32.529999
47524.41667,9.6999998,210,532.09998,33.209999
47524.45833,9.9700003,217.10001,599.40002,33.040001
47524.5,9.0699997,214.8,446.10001,32.450001
47524.54167,8.5900002,210.3,379.5,32.23
47524.58333,9.4700003,207.10001,547.79999,31.99
47524.625,9.8500004,196.3,665.90002,32.360001
47524.66667,11.61,191.2,947.20001,33.139999
47524.70833,12.4,190.10001,1000,35.560001
47524.75,13.32,194.7,1000,34.91
47524.79167,15.62,185.89999,1000,32.900002
47524.83333,16.98,182.3,1000,32.099998
47524.875,17.610001,189,1000,32.459999
47524.91667,17.280001,185.2,1000,31.959999
47524.95833,18.15,183.39999,1000,29.049999
47525,18.200001,181.3,1000,17.08
47525.04167,18.68,179.7,1000,18.040001
47525.08333,18.870001,177.10001,1000,12.34
47525.125,19.24,174.5,1000,4.58
47525.16667,19.530001,170.5,1000,0.52
47525.20833,20.6,168.10001,1000,1
47525.25,20.83,168.89999,1000,-4.92
47525.29167,21.51,179,1000,-4.04
47525.33333,17.620001,201.5,1000,0.1
47525.375,18.780001,207.2,1000,0.3
47525.41667,22.65,212,1000,0.03
47525.45833,25.85,220,-4.5999999,11.7
47525.5,27.780001,231.8,-4.5999999,13.08
47525.54167,27.190001,237.60001,-4.5999999,11.58
47525.58333,26.799999,252,-4.5999999,10.7
47525.625,25.370001,260.5,167.8,10.21
47525.66667,27.030001,264.89999,-4.5999999,12.19
47525.70833,26.67,264.29999,-4.5999999,28.639999
47525.75,25.09,264.39999,1000,31.35
47525.79167,24.41,266.79999,1000,31.030001
47525.83333,24.91,263.39999,1000,21.77
47525.875,24.290001,267.79999,1000,17.07
47525.91667,23.92,271,1000,17.08
47525.95833,23.620001,268.10001,1000,14.97
47526,22.879999,273.89999,1000,11.61
47526.04167,21.48,269.10001,1000,10.75
47526.08333,16.620001,287.29999,1000,10
47526.125,19.91,281.60001,1000,10.33
47526.16667,20.129999,283.60001,1000,10.73
47526.20833,21.139999,291.79999,1000,12.39
47526.25,20.290001,296.60001,1000,30.540001
47526.29167,19.360001,293.5,1000,31.84
47526.33333,19.219999,291.10001,1000,32.299999
47526.375,18,284.39999,1000,32.169998
47526.41667,16.57,292.10001,1000,32.119999
47526.45833,14.94,294,1000,31.860001
47526.5,13.15,294.5,1000,31.58
47526.54167,13.8,294.5,1000,31.58
47526.58333,14.48,289.10001,1000,31.59
47526.625,13.38,287.79999,1000,31.77
47526.66667,12.22,279.29999,964.29999,30.450001
47526.70833,12.44,273.5,984.09998,37.299999
47526.75,11.64,270.5,870.70001,35.779999
47526.79167,11.44,258.29999,828.59998,33.98
47526.83333,12.1,256.5,952.70001,32.439999
47526.875,12.12,252.7,950.5,31.92
47526.91667,11.62,245.39999,909.70001,31.1
47526.95833,11.14,240.3,806,30.959999
47527,11.34,233.60001,910.20001,30.790001
47527.04167,11.89,244.2,958.09998,30.57
47527.08333,11.53,245.60001,893.09998,30.5
47527.125,10.05,239.5,617.79999,30.780001
47527.16667,10.09,231.3,644,31.08
47527.20833,9.8900003,223.8,616.5,32.68
47527.25,10.15,212.39999,615.20001,37.099998
47527.29167,11.4,206.10001,904.40002,45.490002
47527.33333,12.06,203.89999,1000,47.450001
47527.375,12.37,203.60001,1000,46.41
47527.41667,11.5,195.8,963.20001,42.599998
47527.45833,11.45,193.10001,941.40002,37.080002
47527.5,12.1,188.3,992.29999,34.5
47527.54167,12.82,192.7,1000,34.060001
47527.58333,12.54,194.3,1000,35.950001
47527.625,12.43,196.5,1000,36.32
47527.66667,11.6,190.2,938,39.32
47527.70833,11.8,186.89999,955,49.849998
47527.75,12.17,186.2,996.5,52.639999
47527.79167,12.43,183,1000,38.669998
47527.83333,12.89,183.3,1000,33.549999
47527.875,12.72,185.2,1000,33.099998
